Standardised_smiles,Inchikey
CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,PUDHBTGHUJUUFI-UHFFFAOYSA-N
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,HHXHVIJIIXKSOE-QILQGKCVSA-N
C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,ZRYHPQCHHOKSMD-UHFFFAOYSA-N
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,MUQNGPZZQDCDFT-JNQJZLCISA-N
CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC,GJNXBNATEDXMAK-PFLSVRRQSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
OCC(S)CS,WQABCVAJNWAXTE-UHFFFAOYSA-N
CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-VKHMYHEASA-N
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,YKPUWZUDDOIDPM-SOFGYWHQSA-N
CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,BMQGVNUXMIRLCK-OAGWZNDDSA-N
N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,QFFGVLORLPOAEC-SNVBAGLBSA-N
OCc1ccccc1,WVDDGKGOMKODPV-UHFFFAOYSA-N
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,YTKUWDBFDASYHO-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,MWTBKTRZPHJQLH-UHFFFAOYSA-N
c1ccc2c(c1)CCCC2C1=NCCN1,BYJAVTDNIXVSPW-UHFFFAOYSA-N
C[N+](C)(C)CC(=O)[O-],KWIUHFFTVRNATP-UHFFFAOYSA-N
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,OMFNSKIUKYOYRG-MOSHPQCFSA-N
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,ALFGKMXHOUSVAD-UHFFFAOYSA-N
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,SIGSPDASOTUPFS-XUDSTZEESA-N
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,QWCJHSGMANYXCW-UHFFFAOYSA-N
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,QOFQTBTZCJVITI-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,LKAJKIOFIWVMDJ-UHFFFAOYSA-N
C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,BARDROPHSZEBKC-OITMNORJSA-N
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,QVNNONOFASOXQV-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CNC(C)CC1CCCCC1,JCRIVQIOJSSCQD-UHFFFAOYSA-N
C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,ISHXLNHNDMZNMC-UHFFFAOYSA-N
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,FAIIFDPAEUKBEP-UHFFFAOYSA-N
c1ccc2c(CC3=NCCN3)cccc2c1,CNIIGCLFLJGOGP-UHFFFAOYSA-N
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,GCKMFJBGXUYNAG-HLXURNFRSA-N
CC(=O)OC(C)C[N+](C)(C)C,NZWOPGCLSHLLPA-UHFFFAOYSA-N
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,DYLGFOYVTXJFJP-MYYYXRDXSA-N
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,GEFQWZLICWMTKF-CDUCUWFYSA-N
CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N
O=C(O)CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,NZLPWFTXPYJYSS-UHFFFAOYSA-N
NC(N)=NCc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-N
O=C(O)CN1CCN(CC(=O)O)CCN([C@H](CO)[C@H](O)CO)CCN(CC(=O)O)CC1,JZNZSKXIEDHOBD-HUUCEWRRSA-N
CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,DCCSDBARQIPTGU-HSZRJFAPSA-N
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,DUGOZIWVEXMGBE-CHWSQXEVSA-N
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCCC1C(=O)N[C@H](C)C(N)=O,MEUCPCLKGZSHTA-RHCWOGDZSA-N
CNCCc1ccccn1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,SXYIRMFQILZOAM-HVNFFKDJSA-N
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,MKKYBZZTJQGVCD-XTCKQBCOSA-N
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,KSGXQBZTULBEEQ-UHFFFAOYSA-N
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,HUCJFAOMUPXHDK-UHFFFAOYSA-N
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,YECBIJXISLIIDS-UHFFFAOYSA-N
N#[N+][O-],GQPLMRYTRLFLPF-UHFFFAOYSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,SGEGOXDYSFKCPT-UHFFFAOYSA-N
NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,VMZMNAABQBOLAK-DBILLSOUSA-N
Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,DDFOUSQFMYRUQK-RCDICMHDSA-N
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,JUUFBMODXQKSTD-UHFFFAOYSA-N
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N
CCC(CC)C(NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1N=C(N)N,XRQDFNLINLXZLB-GKWMMFDUSA-N
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,QNZCBYKSOIHPEH-UHFFFAOYSA-N
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,FPOHNWQLNRZRFC-ZHACJKMWSA-N
COc1ccc2cccc(CCNC(C)=O)c2c1,YJYPHIXNFHFHND-UHFFFAOYSA-N
CCO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,ZCCUWMICIWSJIX-XHNDKCDBSA-N
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,ZPMNHBXQOOVQJL-UHFFFAOYSA-N
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-N
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,PYGWGZALEOIKDF-UHFFFAOYSA-N
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N
C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,DLZUBMGMHUNDLF-CVSXEEBHSA-N
C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,HKXBNHCUPKIYDM-HBZIUUSASA-N
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,OUJTZYPIHDYQMC-LJQANCHMSA-N
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,ONUMZHGUFYIKPM-MXNFEBESSA-N
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,UCJGJABZCDBEDK-UHFFFAOYSA-N
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,QGJUIPDUBHWZPV-SGTAVMJGSA-N
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,JVHXJTBJCFBINQ-ADAARDCZSA-N
COc1ccc2c(OC3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,JTZZSQYMACOLNN-RHTUGUTMSA-N
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB-UHFFFAOYSA-N
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CBPNZQVSJQDFBE-FUXHJELOSA-N
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-OAQYLSRUSA-N
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N
CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,IYFNEFQTYQPVOC-UHFFFAOYSA-N
N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,QXWYKJLNLSIPIN-SFYZADRCSA-N
CCCCCCOC(=O)CCC(=O)CN,RYQOILLJDKPETL-UHFFFAOYSA-N
O=P(O)(O)C(NC1CCCCC1)P(=O)(O)O,GBBBPWVJGMFZGX-UHFFFAOYSA-N
NCCCC(N)(C(=O)O)C(F)F,VLCYCQAOQCDTCN-UHFFFAOYSA-N
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-AWEZNQCLSA-N
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O,KGPGQDLTDHGEGT-VBZOGQDBSA-N
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,VSWBSWWIRNCQIJ-UHFFFAOYSA-N
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,GYHCTFXIZSNGJT-XMMPIXPASA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,AVAACINZEOAHHE-VFZPANTDSA-N
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,XDXWLKQMMKQXPV-QYQHSDTDSA-N
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,DTGLZDAWLRGWQN-UHFFFAOYSA-N
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,PNCPYILNMDWPEY-QGZVFWFLSA-N
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,KWTWDQCKEHXFFR-SMDDNHRTSA-N
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,ZSBOMTDTBDDKMP-OAHLLOKOSA-N
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N
NC(N)=NCCCC(NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,QURWXBZNHXJZBE-MCDGZUPGSA-N
C/C=C1\NC(=O)[C@H]2CSSCCC=C[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,OHRURASPPZQGQM-HMLXJHLFSA-N
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,JZCPYUJPEARBJL-UHFFFAOYSA-N
CC(=O)N[C@@H](CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N
CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ-UHFFFAOYSA-N
CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,KPWSJANDNDDRMB-UHFFFAOYSA-N
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,GZOSMCIZMLWJML-VJLLXTKPSA-N
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,IMOZEMNVLZVGJZ-QGZVFWFLSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,BBAWEDCPNXPBQM-GDEBMMAJSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-N
CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-UHFFFAOYSA-N
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,ZJVFLBOZORBYFE-UHFFFAOYSA-N
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,IWCWQNVIUXZOMJ-MISYRCLQSA-N
CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
CN1C(=O)CC(C)(c2ccccc2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N
Nc1ccc(S(=O)(O)=Nc2ncccn2)cc1,DQSLQLASZLSYNV-UHFFFAOYSA-N
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,BSMCAPRUBJMWDF-KRWDZBQOSA-N
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,PKVRCIRHQMSYJX-AIFWHQITSA-N
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,QZZUEBNBZAPZLX-QFIPXVFZSA-N
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,VDJHFHXMUKFKET-WDUFCVPESA-N
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,FBQPGGIHOFZRGH-UHFFFAOYSA-N
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,PCOBBVZJEWWZFR-UHFFFAOYSA-N
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,XMXHEBAFVSFQEX-UHFFFAOYSA-N
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,MUTNCGKQJGXKEM-UHFFFAOYSA-N
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,LUMKNAVTFCDUIE-VHXPQNKSSA-N
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VHFGEBVPHAGQPI-LXKZPTCJSA-N
O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,PPRRDFIXUUSXRA-UHFFFAOYSA-N
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,ZXIBCJHYVWYIKI-PZJWPPBQSA-N
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,GJJFMKBJSRMPLA-HIFRSBDPSA-N
CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)NC(Cc2cc3ccccc3[nH]2)C(N)=O)NC1=O,GAWXLRUZZFSQON-UHFFFAOYSA-N
O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,YWGDOWXRIALTES-UHFFFAOYSA-N
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,ZJKNESGOIKRXQY-UHFFFAOYSA-N
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,FZNCGRZWXLXZSZ-CIQUZCHMSA-N
C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC,VCMIRXRRQJNZJT-XRMSBCOFSA-N
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,SYOKIDBDQMKNDQ-XWTIBIIYSA-N
C[C@H]1CNCCc2ccc(Cl)cc21,XTTZERNUQAFMOF-QMMMGPOBSA-N
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4,HYFHYPWGAURHIV-ZEDNPHJLSA-N
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,JOATXPAWOHTVSZ-UHFFFAOYSA-N
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@H](O)CC(=O)N1,FABUFPQFXZVHFB-CFWQTKTJSA-N
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,MKJIEFSOBYUXJB-UHFFFAOYSA-N
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,GKNPSSNBBWDAGH-UHFFFAOYSA-N
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,QOYHHIBFXOOADH-UHFFFAOYSA-N
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,SMANXXCATUTDDT-QPJJXVBHSA-N
N=C(N)N1CCc2ccccc2C1,JWPGJSVJDAJRLW-UHFFFAOYSA-N
